n,p,k,temperature,humidity,ph,rainfall,label,fertility_score,fertility_level
78,46,38,27.489050800667226,79.97331024703689,5.456839325351516,247.555375964568,rice,162,medium
86,53,42,31.454075678331712,81.55835677762516,7.065804412804333,248.30628704856787,rice,181,medium
89,42,36,24.05492457620759,83.72629350771163,6.480483038453699,172.84618995612388,rice,167,medium
78,58,43,23.181139737364244,83.26117306470582,6.364022147347296,248.30628704856787,rice,179,medium
68,52,39,22.488776966515328,83.27405915887552,6.443416496769842,191.8545287738281,rice,159,medium
79,58,49,25.678545729285048,81.97829355571629,5.686904639504507,240.92095569918945,rice,186,medium
66,52,40,26.420742322093112,81.95987405314031,6.410498597916178,248.30628704856787,rice,158,medium
84,46,40,25.66418584098924,81.44285568096963,5.577286231010035,237.99654376872053,rice,170,medium
77,42,36,23.154786130331345,82.92257015855559,6.460330438599863,212.6072522924152,rice,155,medium
93,32,41,22.677805259250995,83.65046253809534,6.328386713703276,175.92379306631528,rice,166,medium
89,49,35,26.7113441685742,84.26813353537496,7.75554895828987,239.5254592908869,rice,173,medium
68,46,42,21.48111515091081,83.03621112378765,6.09470702860928,216.08169098369208,rice,156,medium
59,48,41,26.655054261118927,80.15579298919927,7.2250593323030845,237.68091811614784,rice,148,medium
80,48,37,26.402967744478183,84.85332358653467,6.145952661618535,210.1106766172058,rice,165,medium
78,43,41,23.818023085994792,83.05815458204975,5.218136474124445,245.8758116434608,rice,162,medium
70,48,41,24.435312026203867,83.44271421208721,6.238314205560883,248.30628704856787,rice,159,medium
93,24,41,23.309290997810272,81.81041234165428,6.804987955689687,235.43251268979628,rice,158,medium
79,47,39,22.010497804286924,82.85615790519557,7.630287280769394,206.42897722508044,rice,165,medium
83,29,40,21.95655355839446,84.66290955838582,7.055134587371745,222.2351237693672,rice,152,medium
87,41,39,24.65779960599673,83.90808822935274,6.338829327091366,246.37361006190784,rice,167,medium
59,39,48,18.54276120107398,82.90639395959461,5.7759728948152045,174.6007138525988,rice,146,medium
100,37,40,21.68674652564501,79.72133262350057,6.21065179064558,248.30628704856787,rice,177,medium
73,55,40,20.99736891000514,81.46604585126572,6.677920205716899,248.30628704856787,rice,168,medium
107,45,37,23.61412657571792,81.84614946732378,5.97543567643148,220.0614018012861,rice,189,high
92,39,37,25.194146821145708,81.67732911569024,5.830202644618687,248.30628704856787,rice,168,medium
84,40,40,25.107740577964712,82.37810561095728,7.533200172715285,195.09173740136492,rice,164,medium
53,36,40,26.61570935439977,83.13981561369225,5.898548960546327,196.0018933520797,rice,129,medium
71,59,39,25.28743324900637,81.75220165249517,5.925653092977601,157.14473235090878,rice,169,medium
80,31,40,24.346670115618807,80.5254151705961,5.876472156882506,195.792388954406,rice,151,medium
95,51,36,22.698185851365867,82.88252038693864,5.465468402031343,248.30628704856787,rice,182,medium
80,46,40,26.12874358520205,80.28426928955022,7.955703984617027,215.09438452131823,rice,166,medium
68,43,46,22.480496481740666,83.18544974951112,5.561999999318227,248.3023541284952,rice,157,medium
81,49,43,28.354298717808344,80.56771426080792,7.727333715980952,232.6056806223495,rice,173,medium
98,52,40,26.52488582348464,81.52168157259516,6.855019265400481,248.30628704856787,rice,190,high
65,38,39,27.448457521423727,82.10414666348657,7.13117636678189,248.30628704856787,rice,142,medium
82,39,40,19.970416756845,79.84535877192133,6.437441527701132,248.30628704856787,rice,161,medium
95,44,35,23.202973242861667,81.04079843020462,7.525938478655915,219.70174825436845,rice,174,medium
83,61,44,21.4409377255301,81.73644800411178,7.847761426131079,248.30628704856787,rice,188,high
77,41,34,21.2746765815852,80.8476691240522,5.722057930811879,248.30628704856787,rice,152,medium
76,37,43,22.95741347751597,82.45592646891909,7.5222437756056175,217.34306580583052,rice,156,medium
65,35,39,26.77343385193104,83.48121094220151,6.3065985249735474,214.0796433901956,rice,139,medium
85,58,35,24.31441607236045,83.3525193685546,6.310691972221783,202.3663925006146,rice,178,medium
59,48,40,24.724393956483983,82.85397240308731,5.06239970931853,247.872789836279,rice,147,medium
55,43,35,24.35406673362792,80.65829425703394,6.086415903798193,196.0415583215457,rice,133,medium
106,30,42,23.392748645608552,81.71377828252974,6.419550600813321,109.55802201773096,rice,178,medium
75,56,42,25.4560197637994,81.14437625636312,7.0080640167137656,248.30628704856787,rice,173,medium
96,36,40,23.441731471831314,79.89666712002024,7.033010102549538,193.47020516960256,rice,172,medium
88,50,41,26.931608130442086,82.67558863495047,6.128496141263584,248.30628704856787,rice,179,medium
74,60,38,20.30836646804281,84.81264011556925,6.451715989934192,248.30628704856787,rice,172,medium
62,60,39,27.98447258691173,84.4190277788548,5.833909501379994,248.30628704856787,rice,161,medium
69,51,42,25.26756182781644,81.13779011772004,6.720788155137285,209.31176685394388,rice,162,medium
62,37,41,24.5207675918959,80.95538683330612,5.381585852851967,221.96479657493228,rice,140,medium
100,51,36,24.750560505551885,83.27793251268629,5.137959344912058,248.30628704856787,rice,187,medium
78,52,38,22.84409139562372,84.73583367963172,6.425784057180238,241.4234190559436,rice,168,medium
80,44,39,23.9931964866534,84.13235611400654,6.156053947235455,248.30628704856787,rice,163,medium
93,45,42,25.19088879864301,83.22731526208615,6.891656752789851,237.0140529036627,rice,180,medium
48,49,42,23.13459311032767,82.40550878313775,6.031614742041838,240.4661024473681,rice,139,medium
58,52,37,24.731862263560725,84.17015026369839,6.504329681513567,202.4676490184072,rice,147,medium
72,48,42,22.722870652120424,81.66867034111051,5.675792109930104,247.4173938112728,rice,162,medium
104,38,42,24.17366577410946,83.47711112326279,5.845322593501145,220.9013932684487,rice,184,medium
59,41,38,21.73807233760853,84.26696087281748,6.33374125083888,218.0552462626962,rice,138,medium
90,47,39,22.1290919519025,83.34708693399944,8.036894027215165,248.30628704856787,rice,176,medium
95,48,39,22.784910155282752,83.24567310086451,8.302574598809729,218.5940140035423,rice,182,medium
83,41,36,23.270150212509005,81.67210774858971,7.980512140808466,248.30628704856787,rice,160,medium
91,60,36,26.06689556211745,81.48340966535456,6.255981499384347,248.30628704856787,rice,187,medium
90,42,35,24.429918045848027,82.79561305114346,7.698632767165577,248.30628704856787,rice,167,medium
77,51,38,26.81266820053776,85.01257002535966,6.830477471597535,248.30628704856787,rice,166,medium
84,37,41,22.708255487643083,82.58111669033485,5.721341088882852,248.30628704856787,rice,162,medium
72,42,41,25.2131903108164,82.84796442172394,6.043958505650389,199.55040272448915,rice,155,medium
90,47,40,23.626013818870543,82.1863275360215,6.757019811925703,240.1659351155841,rice,177,medium
72,58,38,22.246618278900723,79.99149851639478,5.033248548343757,202.5404660142281,rice,168,medium
69,59,39,26.84033937164265,82.05440276815935,6.982892098279419,248.30628704856787,rice,167,medium
102,41,40,21.889711190922384,80.74134239446673,5.9319007210813215,248.30628704856787,rice,183,medium
84,44,37,27.04392890957844,82.3276620316686,6.066338032993566,248.30628704856787,rice,165,medium
84,38,38,22.31132813822119,83.2399364000161,5.8822497120761374,222.61866646393423,rice,160,medium
77,53,41,25.56038464469424,84.15556844023521,5.033248548343757,248.30628704856787,rice,171,medium
98,55,39,21.559517860436703,82.45034217631479,5.837688435015549,219.87311344790533,rice,192,high
87,52,37,22.07506559143801,83.17235191241502,6.907628951313929,222.15563757112835,rice,176,medium
62,63,40,23.01001410625731,82.76990535122661,6.943358557071513,210.77648634681336,rice,165,medium
76,51,37,24.92727265080888,83.22982956076028,6.552009641048726,248.30628704856787,rice,164,medium
71,47,43,24.54912165778792,83.50538973367333,5.5691457311525205,221.19921750025205,rice,161,medium
84,43,39,25.33876879910685,82.36928223997565,5.977960870415785,248.30628704856787,rice,166,medium
83,43,36,20.68098720888096,82.71521175089788,7.128211937279249,211.87505717498843,rice,162,medium
83,41,35,26.53766755272115,80.936599590861,6.247819937568491,236.5682106921049,rice,159,medium
71,50,37,24.95861499832028,81.207017795459,6.868259427118643,187.6328410961461,rice,158,medium
79,53,38,27.50442743238256,84.22164446112811,6.057891669098668,248.30628704856787,rice,170,medium
76,43,38,20.381383332874066,83.7958152454163,6.348637339881644,215.72477350907693,rice,157,medium
76,50,42,23.52746178267787,82.71392979369253,6.675751590296909,189.73903321023795,rice,168,medium
87,49,45,20.062562177221984,82.24793065237371,7.57092153226235,225.47497933755943,rice,181,medium
66,38,36,21.86672582473692,81.45380351877675,6.984694896929523,186.46856020745497,rice,140,medium
98,46,37,26.563795574219576,83.9525237794071,7.699386532936894,218.71718442954503,rice,181,medium
92,50,43,20.91276890526254,85.40324484275605,6.525822016496091,248.30628704856787,rice,185,medium
97,69,37,24.22383191610168,79.3707406804112,5.397180023623847,226.8346931363401,rice,203,high
85,50,38,23.895125133275467,83.44240912211404,7.142474090121559,193.52611371622928,rice,173,medium
87,53,35,24.73351120794561,82.89067230471575,5.778783445281472,248.30628704856787,rice,175,medium
83,51,37,23.537885090040213,83.30209499519238,5.9561973148774126,248.30628704856787,rice,171,medium
78,54,41,23.0455945186594,80.23989519969996,5.295088658633459,127.86473091649312,rice,173,medium
71,36,41,23.4521483377476,80.23444997559355,7.603256560318607,241.5536175359261,rice,148,medium
78,52,38,24.200456339523143,80.25960029356878,7.648096362680793,199.647021808432,rice,168,medium
84,58,40,20.72140656003446,81.98035377852979,7.532814353090592,167.22025249179538,rice,182,medium
88,35,43,20.395090008577988,83.04647729300326,6.18867687554702,234.6093038370948,rice,166,medium
71,56,40,23.03153384467201,84.55579129611593,5.878494031963106,248.30628704856787,rice,167,medium
76,54,42,23.50669251254712,81.90544826736644,7.101782611285215,248.30628704856787,rice,172,medium
100,50,39,22.08576768042472,82.52308134702382,6.176006688744504,226.1107613480096,rice,189,high
78,41,45,24.29690885836573,81.40721146126879,5.560058209637056,236.42986913358385,rice,164,medium
91,33,39,24.60061903608453,82.64995229042549,6.249551437321858,216.3401039400849,rice,163,medium
80,44,33,23.48525010318336,80.76034359493408,5.033248548343757,248.30628704856787,rice,157,medium
90,62,41,22.845765730014865,83.44364366130874,7.213016306236074,248.30628704856787,rice,193,high
82,45,41,24.81015493958416,82.8837466220052,5.980620957765585,232.7018749143488,rice,168,medium
75,57,39,20.68341384294381,82.01870286989136,7.179444916590206,248.30628704856787,rice,171,medium
87,50,40,19.6041925455133,82.75867878051528,6.816829917830731,224.19542745649363,rice,177,medium
75,55,41,23.36309334153732,85.00619848355346,6.498598415989047,240.4378321641778,rice,171,medium
58,44,47,25.33966347480287,81.73756987077091,5.392243953684416,248.30628704856787,rice,149,medium
52,55,30,24.88094356238725,83.58201230583411,5.952262423358882,223.1620373979904,rice,137,medium
65,54,43,24.08617402038881,82.031678814408,8.456614484533304,209.8005344602551,rice,162,medium
66,40,45,24.351903112208685,82.92558923879626,7.739109288646709,248.30628704856787,rice,151,medium
89,49,45,24.575070504502083,82.21694975563624,7.00544273004879,248.30628704856787,rice,183,medium
80,55,39,24.07869701053431,81.60919733131965,5.297373853068391,245.6150810033838,rice,174,medium
60,55,43,21.76505577891868,81.16504823383418,6.482041258692135,218.53257048229705,rice,158,medium
86,45,33,23.961578177768903,81.26765347237516,5.9203301111116176,248.30628704856787,rice,164,medium
72,51,37,29.44143377710828,82.35628020882962,7.364851916318146,243.80488783348,rice,160,medium
90,72,35,25.3928881403282,81.01828472235549,7.103708489894595,140.31724581735182,rice,197,high
86,64,42,24.73875060150949,80.92374415487144,6.479850302660636,196.98717679819936,rice,192,high
76,48,38,25.679711453740552,79.37974439462064,6.554050551481586,218.13534436170943,rice,162,medium
46,49,37,25.18523780831413,81.13259536785057,6.624976042008247,237.7531714231042,rice,132,medium
58,39,40,22.959175209615186,82.48335395594,6.223791938131716,229.66668026059108,rice,137,medium
86,34,39,25.60732844840995,84.53158595746245,6.430506790322507,208.12990346745767,rice,159,medium
68,35,21,24.576355020060603,65.19709098044525,6.0126108698799445,63.63476807998452,maize,124,low
63,50,14,22.49736385946528,61.16702208696029,6.275527704480965,79.97021018257082,maize,127,medium
78,53,16,17.30426495447552,62.04539320777428,5.831836151184948,91.13392797141874,maize,147,medium
82,40,22,18.67537690994532,77.4735207641929,6.024926260365418,94.31688801572292,maize,144,medium
99,46,20,24.93172807168147,62.67764680717488,6.473386785095352,68.75070697806774,maize,165,medium
82,42,20,20.870384076244545,67.16685357606795,5.283592004997717,102.32899038189022,maize,144,medium
78,51,16,23.297298452069505,59.459056481948245,5.925655050643361,87.45931769602285,maize,145,medium
83,40,25,24.46558019702965,65.53450943494948,5.5088366927461205,73.85167380836072,maize,148,medium
80,43,23,22.07414862446506,62.39713125152369,5.835311589928246,77.66989475682595,maize,146,medium
45,49,22,23.10750055519522,57.57614668961573,6.560794432126771,68.45268909835477,maize,116,low
72,39,22,19.918298543275256,65.71955687832548,6.259993785384849,76.62571853397276,maize,133,medium
96,41,25,21.104311163232463,70.23827708146881,5.898423890220128,92.7270272068348,maize,162,medium
79,45,18,21.563808656202788,71.10586505345529,6.008945417241188,83.41635576814934,maize,142,medium
86,44,17,21.840866842158945,55.47988562151616,5.83235136308855,94.7246696554173,maize,147,medium
65,45,21,25.74736992472279,67.71634024247662,6.341838438065808,85.99324519084773,maize,131,medium
68,47,19,18.230056233404174,63.41980832797773,6.3110115627198775,89.06696517213496,maize,134,medium
75,32,17,19.46986123002567,60.26282736983806,6.095149446908082,105.6074660148398,maize,124,low
64,34,21,21.115539708543512,61.391272264202186,5.967476634596439,63.64349191750647,maize,119,low
77,53,22,22.06144123879196,68.71873960362812,6.4371934112608695,69.71584061759577,maize,152,medium
70,38,26,18.03864387135586,64.13343601152036,5.9984822226977865,100.2449741982755,maize,134,medium
75,43,27,25.22031622510629,66.4776807920499,6.585982375532615,95.20011610702925,maize,145,medium
67,48,17,20.1399661273556,62.50904623393916,5.433260275973706,78.72224714535699,maize,132,medium
77,31,25,28.13764767557518,67.03373261716075,5.843667118754831,78.60400063443623,maize,133,medium
82,55,16,18.776395538063845,64.06691373362845,5.811645350847525,60.87641197096235,maize,153,medium
80,58,18,22.28307685864993,59.17951701863176,5.530562526952085,84.21184688082779,maize,156,medium
84,49,22,20.81520682998076,60.07873233329843,6.4953380233252,84.34858237590691,maize,155,medium
78,41,17,19.90120999326788,65.15544631421858,5.672656089425741,88.2063784876854,maize,136,medium
63,57,13,22.00191522497464,66.40627919941075,5.998601949989213,84.5385685819675,maize,133,medium
76,42,22,28.98306145172976,63.03363422694742,6.7810429527197815,72.412794788532,maize,140,medium
102,43,13,24.035123932893622,69.55563071124692,5.749295842807229,87.67450517133702,maize,158,medium
70,53,20,18.850972173646618,66.5415145290383,6.141990112061002,61.43736717466536,maize,143,medium
83,36,18,20.2572949141254,59.57219831617378,6.334368016333123,95.80224508997551,maize,137,medium
73,51,14,16.956540513862837,62.95107482406762,6.284617546581032,102.78726388736688,maize,138,medium
80,51,26,19.29557846178804,71.71565211644827,5.956916411301372,80.41775887755108,maize,157,medium
66,52,22,20.48918861692282,68.51233357150092,6.397465197881493,99.73308801499574,maize,140,medium
88,51,18,21.9308158982588,72.17191080432343,6.258033254884812,87.57231897151563,maize,157,medium
76,50,22,26.655288642370465,59.64320135781996,7.353143423692726,81.01470922268025,maize,148,medium
78,43,26,22.1236884774632,61.24707803105685,5.790441252943257,92.33510666661726,maize,147,medium
81,45,30,21.597489990345053,55.32253804752421,5.7538756833915325,90.06108906834581,maize,156,medium
70,66,19,21.841559743158022,61.17255314825864,6.3114958836650725,97.68619546338654,maize,155,medium
78,43,21,18.33995212220201,71.47159693571663,6.572714731013706,79.52499610324682,maize,142,medium
73,54,16,21.21617356438741,65.08864595308522,6.006076093356855,98.32509470391236,maize,143,medium
71,57,18,24.82368768801418,72.11903480572813,6.255088808826168,62.69964196790205,maize,146,medium
75,38,23,20.35203072796388,65.39055872862156,6.946429329419305,70.89096410544134,maize,136,medium
81,52,15,22.479668946846505,63.60716320174368,6.779401411335332,87.84749673889658,maize,148,medium
83,53,22,25.354737813711687,69.66553069037063,6.008362441863772,109.9993727944304,maize,158,medium
91,38,22,22.366276818066257,65.47336020711616,5.923581790780982,86.35681109916816,maize,151,medium
88,45,14,27.38586150459029,66.1608177076963,5.891494232454751,72.13456122907317,maize,147,medium
63,46,24,28.67094560329866,73.07750451952218,6.966855148361978,64.93194005068005,maize,133,medium
88,44,17,24.610707818670782,62.99728652702285,6.6099002157062685,58.10141249340464,maize,149,medium
69,45,26,22.51817893103422,72.94019215021675,5.984113264608561,83.85510888442143,maize,140,medium
61,52,17,22.259497922419428,65.60666900953454,5.947405029875025,70.76763723177442,maize,130,medium
90,56,22,26.40103227713793,63.28390140106551,6.571114844112151,50.87675819582368,maize,168,medium
87,32,15,22.12220991710794,68.13237671817937,5.61057472897391,83.84577013963907,maize,134,medium
77,44,19,22.684540911927616,58.61339726548783,6.673364677560259,74.86152889156118,maize,140,medium
77,50,16,26.77718896986484,69.86132944732586,5.82186362977548,93.23621432816726,maize,143,medium
93,47,22,25.502749940117603,64.89712692113012,5.952748201181987,111.03467811203494,maize,162,medium
74,65,23,22.471392880942748,57.4417325940553,6.191150951483201,91.86694346221132,maize,162,medium
79,31,22,24.21042715945069,65.60765997178025,5.729252881957149,98.68673324868892,maize,132,medium
87,45,21,24.62215812005149,72.77724732027444,5.970143880351938,58.5336224927878,maize,153,medium
66,54,18,22.305964793156857,57.34390961674727,6.36055520340186,89.32674789523585,maize,138,medium
77,51,25,19.39108722086361,61.23626931229903,6.655466504540724,78.13353630241109,maize,153,medium
70,43,19,19.360188861497463,64.69540529716079,6.424162308550148,53.269534087819984,maize,132,medium
64,45,17,24.840718253217933,66.25693052110023,6.204523934491378,98.87810111598571,maize,126,low
71,57,15,20.286182515864603,67.07752768878005,5.560572741505432,94.11184650762831,maize,143,medium
59,57,22,17.602761912729182,71.04454634614206,6.191144855084441,91.49457498973555,maize,138,medium
63,43,17,21.962233516649608,70.83468069979398,6.485380903961707,91.33593514558788,maize,123,low
88,59,19,27.398045150229738,71.50057123551673,6.071549336528826,87.10701336352943,maize,166,medium
53,57,19,24.11144261328188,72.25215317610859,6.475986539712805,90.78628387274948,maize,129,medium
86,40,21,21.77314695474101,64.49125658623991,5.970368117324436,114.26389829127083,maize,147,medium
91,47,21,19.602365698685084,63.690417403338216,6.185576825071265,72.45569086681596,maize,159,medium
92,48,18,27.76340083200392,66.16113878507328,6.466389335290305,91.36283486754706,maize,158,medium
99,59,19,22.198440434314108,60.9245514186456,6.633496876015683,70.72774677342858,maize,177,medium
82,48,20,18.02205003944836,59.21034601146605,5.872455561162091,51.35437894289481,maize,150,medium
80,42,20,25.38166481153979,77.1528458180392,6.217926362996629,93.03414781983926,maize,142,medium
61,51,22,19.46311802399618,59.80161699012058,6.218480969109127,60.06269220649767,maize,134,medium
103,40,26,21.12974889056086,63.29309633172935,6.286033769961526,89.67694349301459,maize,169,medium
63,44,23,25.40125458725984,62.00412861972938,5.940151244750763,69.52210378338476,maize,130,medium
63,50,26,21.688899333227976,65.89675661184806,5.5815428800256,86.70801315947627,maize,139,medium
71,37,15,23.49194492624399,64.48564106626058,6.31857825580453,81.05550555815248,maize,123,low
82,52,20,21.57954567664831,67.96646647480648,6.328363870655265,76.07853627007435,maize,154,medium
74,45,17,23.92259356731861,55.37211618141893,6.344981505356201,90.66039906273996,maize,136,medium
64,61,22,25.12357868744924,72.68260108941048,6.09496995430982,66.65176255337201,maize,147,medium
83,33,19,18.519850967065693,72.8082724600961,6.134816988610032,87.29933833334496,maize,135,medium
94,56,21,22.715091967063643,60.918117976316346,5.7991217330856495,84.71066600231433,maize,171,medium
72,66,22,23.607514443204582,65.75660874545645,6.467514375016269,93.94121025635675,maize,160,medium
61,52,22,24.035124571034487,70.10109514053377,5.755248016305252,87.64426226689216,maize,135,medium
72,48,17,22.654091508445955,62.87385289822551,5.989637047649214,39.58390588516892,maize,137,medium
68,49,21,21.4364123136079,71.83404802336231,5.621349260225747,65.11159436895858,maize,138,medium
58,53,18,27.134589478029447,76.68678009083516,6.859382441492511,104.44360153420097,maize,129,medium
78,55,20,25.72184376722145,68.3741299257132,5.923148562611482,58.59096223375431,maize,153,medium
73,51,14,28.999678292661123,60.176895580045326,5.735419134098781,113.75843438149523,maize,138,medium
68,44,20,25.17551736545072,73.77026855277228,7.1234900753068775,62.664421848570896,maize,132,medium
74,45,23,17.891503742149645,64.25010539826839,6.277199997269084,67.46173380794576,maize,142,medium
104,39,24,22.677062645704623,61.277939522537466,7.141720173203675,58.28131717383421,maize,167,medium
68,54,22,23.03326230124094,55.68213821364489,6.118031659675453,83.3226232648482,maize,144,medium
80,34,19,25.226911493488675,66.54641038373693,5.508919409599495,71.66302916544817,maize,133,medium
65,64,19,20.774903874449475,70.19160968020732,6.504725052910698,80.85218322657083,maize,148,medium
93,41,18,20.81009831068048,63.36153276925421,6.911366567616491,57.93035159668012,maize,152,medium
87,64,18,23.010743396879924,66.48389452520782,6.6098556245428,90.19838453373356,maize,169,medium
62,44,22,22.456921230149693,61.82409745830059,5.949157831150205,103.68511993644104,maize,128,medium
83,46,19,21.11304083133165,66.6545419892292,6.122483869182635,75.76038230681026,maize,148,medium
81,42,16,20.73408774157676,59.60252189186596,6.272613733061334,80.61715276054684,maize,139,medium
84,41,19,23.080428496906983,57.33425075240711,6.237380698878605,105.56521414318412,maize,144,medium
83,48,16,25.231365871728013,74.18187699088995,6.741108926057094,83.70915660684179,maize,147,medium
95,59,26,23.012472302783703,70.93070962860955,6.116933651630856,94.39532777078576,maize,180,medium
101,28,19,19.733449401819243,70.27991352211869,6.109695905546378,59.44681891353473,maize,148,medium
70,44,20,25.38339792335692,69.73088545455099,5.9875847574600405,77.33697149772046,maize,134,medium
84,56,18,21.913899126611383,72.500079692871,5.732999702225076,88.77684746587957,maize,158,medium
83,51,17,19.891699889776724,63.49109149531519,6.305118503656213,111.4771588766389,maize,151,medium
70,53,11,23.29573224634766,63.57825832010226,6.488054707835274,78.44058651830929,maize,134,medium
98,58,25,16.571247037611812,68.77685171503161,5.752430507865926,73.93297218335591,maize,181,medium
79,35,17,19.777833475228206,66.30534039950308,5.939947904814407,89.83991981955919,maize,131,medium
80,49,24,17.086949241836933,63.6614071791074,5.696650004665826,75.99888357785294,maize,153,medium
57,52,15,19.86761584213024,61.65534593352751,6.3904447813491,91.16008811135984,maize,124,low
100,42,26,22.25524550186801,70.21824609729673,6.802456492724714,90.1691906721528,maize,168,medium
73,66,20,22.29461591366464,66.83674873265058,6.717804286401327,79.52857538275751,maize,159,medium
80,42,21,23.90609967498949,58.50397917054809,6.407036312626047,100.2552772603268,maize,143,medium
70,51,23,22.466616807809203,72.42138093812379,6.153628353150597,77.1252152479012,maize,144,medium
87,48,23,23.63881823899921,60.583876510505824,6.631630917920178,67.37636354649955,maize,158,medium
75,39,21,22.539595728972788,64.13929389724379,5.94102884920132,45.02721239202673,maize,135,medium
68,59,24,24.30019729613195,62.08021823533513,6.371467509806096,64.73577967774733,maize,151,medium
72,55,19,20.042154627196908,68.59758622254297,6.583226184658967,85.79030067809076,maize,146,medium
61,53,23,21.663993205146564,65.83503814586474,6.200711681669752,98.9319195213809,maize,137,medium
60,49,25,22.94732738763128,64.66528729271485,6.114598449515291,104.46852577580306,maize,134,medium
62,46,17,18.30280433733997,70.83566963581819,6.444246954602503,82.52463772298331,maize,125,low
77,60,24,23.29596708039702,59.450236304327575,6.455697529726984,113.4543359273166,maize,161,medium
73,48,21,18.6594474791046,70.9306905449226,6.224012970492673,55.93984705985282,maize,142,medium
70,56,20,22.74042733812187,66.75668582678814,6.526910159295325,61.39197554161504,maize,146,medium
87,61,15,22.28722904705,58.99855285565687,5.43643071871737,100.86972067090124,maize,163,medium
